,2022-09-22,"KecapManis,Kopi,Tepung,Rokok Surya 12,Saus,Gula"
,2022-09-23,"BumbuInstan,Teh,AirMineral,Kopi,Gula"
,2022-09-24,"SusuKaleng,Rokok Surya 12,Tepung,Kopi"
,2022-09-25,"Gula,KecapManis,AirMineral,BumbuInstan,MinumanSachet,Sabun"
,2022-09-26,"Rokok Surya 12,Shampoo,BumbuInstan,MinumanSachet,KecapManis,Gula"
,2022-09-27,"Teh,Gula,AirMineral,MieInstan,Rokok Surya 12,Tepung"
,2022-09-28,"Shampoo,Rokok Surya 12,AirMineral,KecapManis,Gula,PopokDewasa"
,2022-09-29,"MieInstan,Gula,Saus,Shampoo,AirMineral,PopokDewasa"
,2022-09-30,"MinumanSachet,Kopi,Teh,AirMineral,Rokok Surya 12,Gula,PopokDewasa"
,2022-10-01,"SusuKaleng,BumbuInstan,Sabun,Rokok Surya 12,KecapManis,PopokDewasa"
,2022-10-02,"Shampoo,Gula,Kopi,Rokok Surya 12,MinumanSachet,PopokDewasa"
,2022-10-03,"Teh,Rokok Surya 12,Gula,Sabun,SusuKaleng,BumbuInstan,PopokDewasa"
,2022-10-04,"Rokok Surya 12,AirMineral,Gula,Tepung,KecapManis,PopokDewasa"
,2022-10-05,"Gula,Teh,Rokok Surya 12,MieInstan,AirMineral,Shampoo,PopokDewasa"
,2022-10-06,"Rokok Surya 12,Tepung,SusuKaleng,Saus,MinumanSachet,Gula,PopokDewasa"
,2022-10-07,"Saus,Gula,Rokok Surya 12,AirMineral,Shampoo,MieInstan,PopokDewasa"
,2022-10-08,"Gula,Shampoo,Kopi,BumbuInstan,AirMineral,Tepung,PopokDewasa"
,2022-10-09,"AirMineral,KecapManis,BumbuInstan,Rokok Surya 12,Gula,SusuKaleng,PopokDewasa"
,2022-10-10,"Rokok Samporna 16,PopokDewasa"
,2022-10-11,"CleoBotol,Rokok Samporna 16,Larutan,Gula"
,2022-10-12,"Rokok Samporna 16,Gula"
,2022-10-13,"Rokok Surya 12,AirMineral,Gula,Tepung,KecapManis"
,2022-10-14,Rokok Samporna 16
,2022-10-15,"BumbuInstan,Rokok Surya 12,Tepung,KecapManis,Gula,AirMineral,Minyak"
,2022-10-16,"MieInstan,Tepung,Rokok Surya 12,Gula,BumbuInstan,Minyak"
,2022-10-17,"MinumanSachet,KecapManis,Gula,Kopi,Minyak"
,2022-10-18,"AirMineral,Rokok Surya 12,MinumanSachet,SusuKaleng,Saus,Minyak"
,2022-10-19,"Shampoo,Gula,AirMineral,Tepung,Sabun,KecapManis,Minyak"
,2022-10-20,"KecapManis,Kopi,Tepung,Rokok Surya 12,Saus,Gula,Minyak"
,2022-10-21,"BumbuInstan,Teh,AirMineral,Kopi,Gula,Minyak"
,2022-10-22,"SusuKaleng,Rokok Surya 12,Tepung,Kopi,Minyak"
,2022-10-23,"Gula,KecapManis,AirMineral,BumbuInstan,MinumanSachet,Sabun,Minyak"
,2022-10-24,"Rokok Surya 12,Shampoo,BumbuInstan,MinumanSachet,KecapManis,Gula,Minyak"
,2022-10-25,"Teh,Gula,AirMineral,MieInstan,Rokok Surya 12,Tepung,Minyak"
,2022-10-26,"Shampoo,Rokok Surya 12,AirMineral,KecapManis,Gula,Minyak"
,2022-10-27,"TisuKering,Telur,AirMineral,Minyak"
,2022-10-28,"Shampoo,Rokok Surya 12,AirMineral,KecapManis,Gula,Minyak"
,2022-10-29,"SusuKaleng,KecapManis,Tepung,BumbuInstan,MinumanSachet"
,2022-10-30,"Tepung,Gula,Rokok Surya 12,MinumanSachet,Saus"
,2022-10-31,"SusuKaleng,KecapManis,Tepung,BumbuInstan,MinumanSachet"
,2022-11-01,"Tepung,Gula,Rokok Surya 12,MinumanSachet,Saus"
,2022-11-02,"SusuKaleng,Rokok Surya 12,AirMineral,MieInstan,Gula"
,2022-11-03,"Telur,Rokok Surya 12,Larutan,Pepsodent"
,2022-11-04,"Pembalut,PopokBayi,CleoBotol,CleoKardus"
,2022-11-05,"Sunlight,Sabun,Rokok Surya 12,Sandal,TisuBasah,TisuKering"
,2022-11-06,"MieInstan,Gula,Saus,Shampoo,AirMineral"
,2022-11-07,"CleoBotol,Rokok Samporna 16,Larutan,Gula"
,2022-11-08,"CleoBotol,Rokok Surya 12"
,2022-11-09,"MinumanSachet,KecapManis,Gula,Kopi"
,2022-11-10,"AirMineral,Rokok Surya 12,MinumanSachet,SusuKaleng,Saus"
,2022-11-11,"Shampoo,Gula,AirMineral,Tepung,Sabun,KecapManis"
,2022-11-12,"KecapManis,Kopi,Tepung,Rokok Surya 12,Saus,Gula"
,2022-11-13,"BumbuInstan,Teh,AirMineral,Kopi,Gula"
,2022-11-14,"SusuKaleng,Rokok Surya 12,Tepung,Kopi"
,2022-11-15,"Gula,KecapManis,AirMineral,BumbuInstan,MinumanSachet,Sabun"
,2022-11-16,"Rokok Surya 12,Shampoo,BumbuInstan,MinumanSachet,KecapManis,Gula,Minyak,Sunlight"
